"","Dept","obl_type","obl"
"1","Dept_A","AXOL",817.44
"2","Dept_A","AXOL",6.77
"3","Dept_B","AXOL",24.95
"4","Dept_A","AXOL",27.47
"5","Dept_A","AXOL",31.17
"6","Dept_C","AXOL",34.54
"7","Dept_D","AXOL",40.04
"8","Dept_B","AXOL",44.48
"9","Dept_E","AXOL",47
"10","Dept_F","AXOL",68.65
"11","Dept_G","AXOL",70
"12","Dept_A","AXOL",74.56
"13","Dept_A","AXOL",87.9
"14","Dept_G","AXOL",91.38
"15","Dept_A","AXOL",93.5
"16","Dept_A","AXOL",93.62
"17","Dept_H","AXOL",95.28
"18","Dept_A","AXOL",101.69
"19","Dept_G","AXOL",107.86
"20","Dept_G","AXOL",114.45
"21","Dept_G","AXOL",120
"22","Dept_B","AXOL",120
"23","Dept_A","AXOL",127.2
"24","Dept_G","AXOL",133.12
"25","Dept_D","AXOL",138.65
"26","Dept_A","AXOL",138.81
"27","Dept_I","AXOL",149
"28","Dept_F","AXOL",149.4
"29","Dept_J","AXOL",155
"30","Dept_A","AXOL",161.24
"31","Dept_A","AXOL",168.28
"32","Dept_A","AXOL",172.62
"33","Dept_A","AXOL",177.6
"34","Dept_A","AXOL",185
"35","Dept_E","AXOL",186.64
"36","Dept_K","AXOL",195
"37","Dept_A","AXOL",216.49
"38","Dept_F","AXOL",234.14
"39","Dept_K","AXOL",240
"40","Dept_A","AXOL",245.02
"41","Dept_A","AXOL",275.9
"42","Dept_A","AXOL",280.25
"43","Dept_L","AXOL",281
"44","Dept_J","AXOL",282.6
"45","Dept_G","AXOL",284.77
"46","Dept_E","AXOL",295
"47","Dept_A","AXOL",296.94
"48","Dept_E","AXOL",299
"49","Dept_M","AXOL",314.75
"50","Dept_A","AXOL",43.08
"51","Dept_A","AXOL",136.57
"52","Dept_A","AXOL",132.67
"53","Dept_C","AXOL",322.31
"54","Dept_M","AXOL",337.23
"55","Dept_H","AXOL",349.5
"56","Dept_A","AXOL",352.78
"57","Dept_G","AXOL",369.54
"58","Dept_D","AXOL",396
"59","Dept_N","AXOL",399
"60","Dept_F","AXOL",400
"61","Dept_C","AXOL",412.5
"62","Dept_G","AXOL",415.14
"63","Dept_G","AXOL",436
"64","Dept_B","AXOL",436
"65","Dept_M","AXOL",437.2
"66","Dept_A","AXOL",450.5
"67","Dept_A","AXOL",456.7
"68","Dept_A","AXOL",458.6
"69","Dept_C","AXOL",462.1
"70","Dept_A","AXOL",411.99
"71","Dept_O","AXOL",472.75
"72","Dept_A","AXOL",492
"73","Dept_E","AXOL",495
"74","Dept_C","AXOL",500
"75","Dept_E","AXOL",500
"76","Dept_K","AXOL",509.71
"77","Dept_B","AXOL",513
"78","Dept_A","AXOL",313.45
"79","Dept_A","AXOL",524.35
"80","Dept_A","AXOL",103.32
"81","Dept_A","AXOL",544.8
"82","Dept_G","AXOL",187.22
"83","Dept_G","AXOL",362.86
"84","Dept_G","AXOL",550.72
"85","Dept_A","AXOL",558.2
"86","Dept_C","AXOL",564.15
"87","Dept_H","AXOL",575
"88","Dept_C","AXOL",581.94
"89","Dept_H","AXOL",594.15
"90","Dept_F","AXOL",602.9
"91","Dept_G","AXOL",603.15
"92","Dept_E","AXOL",605
"93","Dept_P","AXOL",605
"94","Dept_E","AXOL",616
"95","Dept_A","AXOL",617.65
"96","Dept_E","AXOL",625
"97","Dept_A","AXOL",642
"98","Dept_O","AXOL",646.59
"99","Dept_G","AXOL",680
"100","Dept_A","AXOL",695
"101","Dept_F","AXOL",697.5
"102","Dept_H","AXOL",699
"103","Dept_E","AXOL",699
"104","Dept_A","AXOL",51.53
"105","Dept_A","AXOL",700.84
"106","Dept_L","AXOL",709.83
"107","Dept_A","AXOL",716.83
"108","Dept_L","AXOL",732.6
"109","Dept_J","AXOL",745.82
"110","Dept_D","AXOL",757
"111","Dept_A","AXOL",760.77
"112","Dept_H","AXOL",770.47
"113","Dept_G","AXOL",795
"114","Dept_D","AXOL",797.65
"115","Dept_A","AXOL",797.88
"116","Dept_P","AXOL",799
"117","Dept_J","AXOL",818.03
"118","Dept_B","AXOL",825
"119","Dept_B","AXOL",825
"120","Dept_A","AXOL",830.2
"121","Dept_G","AXOL",858.63
"122","Dept_A","AXOL",858.9
"123","Dept_A","AXOL",859.55
"124","Dept_L","AXOL",871.4
"125","Dept_A","AXOL",892
"126","Dept_N","AXOL",895
"127","Dept_N","AXOL",895
"128","Dept_A","AXOL",900
"129","Dept_A","AXOL",917.5
"130","Dept_A","AXOL",924.1
"131","Dept_E","AXOL",927
"132","Dept_D","AXOL",932
"133","Dept_A","AXOL",938.56
"134","Dept_P","AXOL",955
"135","Dept_G","AXOL",970
"136","Dept_L","AXOL",975
"137","Dept_Q","AXOL",975
"138","Dept_F","AXOL",978.88
"139","Dept_D","AXOL",998
"140","Dept_E","AXOL",1000
"141","Dept_A","AXOL",1011.4
"142","Dept_A","AXOL",713.9
"143","Dept_A","AXOL",1058.75
"144","Dept_E","AXOL",1090
"145","Dept_J","AXOL",1092.49
"146","Dept_R","AXOL",1095
"147","Dept_E","AXOL",1095
"148","Dept_G","AXOL",1103.12
"149","Dept_Q","AXOL",1119.68
"150","Dept_H","AXOL",1188
"151","Dept_A","AXOL",1229.94
"152","Dept_A","AXOL",1237
"153","Dept_G","AXOL",1279
"154","Dept_D","AXOL",1393.96
"155","Dept_H","AXOL",1400
"156","Dept_A","AXOL",1416.23
"157","Dept_E","AXOL",1464.73
"158","Dept_A","AXOL",1488
"159","Dept_D","AXOL",1493.4
"160","Dept_A","AXOL",1525
"161","Dept_A","AXOL",838.5
"162","Dept_K","AXOL",1545
"163","Dept_A","AXOL",1455.16
"164","Dept_R","AXOL",1580
"165","Dept_A","AXOL",1604.6
"166","Dept_A","AXOL",1627.79
"167","Dept_F","AXOL",1717.5
"168","Dept_K","AXOL",1750
"169","Dept_E","AXOL",1785
"170","Dept_G","AXOL",1786
"171","Dept_I","AXOL",1800
"172","Dept_L","AXOL",1850
"173","Dept_E","AXOL",1950
"174","Dept_M","AXOL",1965.1
"175","Dept_N","AXOL",1990
"176","Dept_M","AXOL",1990
"177","Dept_L","AXOL",2000
"178","Dept_M","AXOL",2100
"179","Dept_M","AXOL",2116.5
"180","Dept_A","AXOL",2125
"181","Dept_C","AXOL",2172.44
"182","Dept_D","AXOL",2174.89
"183","Dept_F","AXOL",2225.4
"184","Dept_A","AXOL",149.3
"185","Dept_M","AXOL",2250
"186","Dept_F","AXOL",2260
"187","Dept_C","AXOL",1137.25
"188","Dept_C","AXOL",1137.25
"189","Dept_R","AXOL",2250
"190","Dept_M","AXOL",2450
"191","Dept_M","AXOL",2450
"192","Dept_H","AXOL",2499
"193","Dept_L","AXOL",2500
"194","Dept_D","AXOL",2575
"195","Dept_G","AXOL",2584
"196","Dept_A","AXOL",2765.76
"197","Dept_C","AXOL",2896.5
"198","Dept_H","AXOL",2899
"199","Dept_B","AXOL",2900
"200","Dept_H","AXOL",2965
"201","Dept_O","AXOL",2984.27
"202","Dept_D","AXOL",3039.55
"203","Dept_J","AXOL",3135
"204","Dept_A","AXOL",3214.39
"205","Dept_A","AXOL",3222
"206","Dept_D","AXOL",3250
"207","Dept_E","AXOL",3260.35
"208","Dept_D","AXOL",3299.14
"209","Dept_S","AXOL",3403.5
"210","Dept_E","AXOL",3405.48
"211","Dept_C","AXOL",3437
"212","Dept_A","AXOL",3479
"213","Dept_D","AXOL",3560
"214","Dept_D","AXOL",3600
"215","Dept_D","AXOL",3600
"216","Dept_D","AXOL",3616
"217","Dept_H","AXOL",3625.38
"218","Dept_A","AXOL",3651.94
"219","Dept_L","AXOL",3695.74
"220","Dept_C","AXOL",3746.62
"221","Dept_J","AXOL",3805.39
"222","Dept_D","AXOL",3927.8
"223","Dept_A","AXOL",3967.2
"224","Dept_M","AXOL",3983.76
"225","Dept_A","AXOL",4099.59
"226","Dept_L","AXOL",4105
"227","Dept_A","AXOL",4243.5
"228","Dept_D","AXOL",4293.76
"229","Dept_D","AXOL",4293.76
"230","Dept_E","AXOL",4300
"231","Dept_D","AXOL",4500
"232","Dept_F","AXOL",4509.56
"233","Dept_D","AXOL",4590
"234","Dept_J","AXOL",4600
"235","Dept_B","AXOL",4688.16
"236","Dept_H","AXOL",4800
"237","Dept_R","AXOL",4892
"238","Dept_A","AXOL",5075.72
"239","Dept_O","AXOL",5115.76
"240","Dept_A","AXOL",5289.6
"241","Dept_D","AXOL",5442.26
"242","Dept_A","AXOL",5638.7
"243","Dept_C","AXOL",5796.2
"244","Dept_D","AXOL",5990
"245","Dept_D","AXOL",6130.15
"246","Dept_D","AXOL",6476.32
"247","Dept_A","AXOL",6528.96
"248","Dept_D","AXOL",6923.49
"249","Dept_D","AXOL",7335
"250","Dept_D","AXOL",7421.56
"251","Dept_M","AXOL",7443
"252","Dept_D","AXOL",7500
"253","Dept_F","AXOL",7853.16
"254","Dept_H","AXOL",8950
"255","Dept_D","AXOL",9062.72
"256","Dept_E","AXOL",9348.72
"257","Dept_M","AXOL",9846.38
"258","Dept_F","AXOL",9898.1
"259","Dept_D","AXOL",10000
"260","Dept_D","DCC",255.6
"261","Dept_D","DCC",1143.33
"262","Dept_K","DCC",1610.1
"263","Dept_C","DCC",2931.63
"264","Dept_A","DCC",494.62
"265","Dept_A","DCC",2637.96
"266","Dept_E","DCC",4457.39
"267","Dept_K","DCC",5123.24
"268","Dept_L","DCC",5547.07
"269","Dept_D","DCC",5985
"270","Dept_D","DCC",6949.8
"271","Dept_B","DCC",7678.89
"272","Dept_C","DCC",7805.08
"273","Dept_L","DCC",8696
"274","Dept_D","DCC",8723.4
"275","Dept_L","DCC",9125
"276","Dept_L","DCC",9527.16
"277","Dept_T","DCC",9770.9
"278","Dept_L","DCC",6310.92
"279","Dept_L","DCC",4732.75
"280","Dept_L","DCC",3967.38
"281","Dept_L","DCC",2920.5
"282","Dept_L","DCC",2820.06965
"283","Dept_L","DCC",1645.039887
"284","Dept_C","DCC",13150.45
"285","Dept_M","DCC",15325.1
"286","Dept_D","DCC",17244.96
"287","Dept_D","DCC",18225
"288","Dept_M","DCC",19070
"289","Dept_L","DCC",19295
"290","Dept_D","DCC",22980
"291","Dept_A","DCC",25000
"292","Dept_D","DCC",25490.39
"293","Dept_D","DCC",25860
"294","Dept_D","DCC",25910.95
"295","Dept_B","DCC",29154
"296","Dept_C","DCC",7000
"297","Dept_C","DCC",6500
"298","Dept_C","DCC",8530
"299","Dept_C","DCC",2470
"300","Dept_C","DCC",8000
"301","Dept_D","DCC",34498
"302","Dept_D","DCC",37086.07
"303","Dept_L","DCC",37600
"304","Dept_C","DCC",47247.44
"305","Dept_D","DCC",60013.25
"306","Dept_D","DCC",40846.92
"307","Dept_D","DCC",29083.2
"308","Dept_T","DCC",70040
"309","Dept_S","DCC",52385.88
"310","Dept_S","DCC",20000
"311","Dept_D","DCC",76920.15
"312","Dept_L","DCC",86358.18
"313","Dept_C","DCC",92556.03
"314","Dept_M","DCC",93222.04
"315","Dept_B","DCC",109307.19
"316","Dept_B","DCC",0.01
"317","Dept_A","DCC",139616.5
"318","Dept_D","DCC",170132.79
"319","Dept_N","DCC",181413.9
"320","Dept_C","DCC",185112.06
"321","Dept_D","DCC",166860
"322","Dept_D","DCC",480
"323","Dept_D","DCC",247.2
"324","Dept_D","DCC",1845.76
"325","Dept_R","DCC",195003.6
"326","Dept_D","DCC",219564.38
"327","Dept_D","DCC",4e+05
"328","Dept_D","DCC",422806.9
"329","Dept_R","DCC",492258.3
"330","Dept_S","DCC",228920
"331","Dept_S","DCC",20000
"332","Dept_D","DCC",545233.84
"333","Dept_D","DCC",590000
"334","Dept_U","DCC",616500.99
"335","Dept_U","DCC",616500.99
"336","Dept_R","DCC",33255
"337","Dept_R","DCC",793752.48
"338","Dept_D","DCC",836943
"339","Dept_D","DCC",4999.72
"340","Dept_D","DCC",949310.6
"341","Dept_D","DCC",1250
"342","Dept_D","DCC",6249.72
"343","Dept_D","DCC",998994.88
"344","Dept_D","DCC",1250
"345","Dept_S","DCC",787579.2
"346","Dept_S","DCC",238218.4
"347","Dept_S","DCC",145848
"348","Dept_S","DCC",97232
"349","Dept_S","DCC",24308
"350","Dept_S","DCC",24308
"351","Dept_S","DCC",29169.6
"352","Dept_S","DCC",125000
"353","Dept_S","DCC",241000
"354","Dept_D","DCC",1851000
"355","Dept_D","DCC",5000
"356","Dept_B","DCC",1857882.55
"357","Dept_N","Travel",1527.22
"358","Dept_N","Travel",578.4
"359","Dept_N","Travel",753.75
"360","Dept_N","Travel",2819.28
"361","Dept_N","Travel",399.6
"362","Dept_N","Travel",399.6
"363","Dept_N","Travel",791.69
"364","Dept_N","Travel",1366.59
"365","Dept_N","Travel",580.03
"366","Dept_N","Travel",611.5
"367","Dept_N","Travel",927.04
"368","Dept_N","Travel",759.5
"369","Dept_N","Travel",442.83
"370","Dept_N","Travel",911.68
"371","Dept_N","Travel",469.6
"372","Dept_N","Travel",4591.2
"373","Dept_N","Travel",718.38
"374","Dept_N","Travel",668.28
"375","Dept_N","Travel",1055.48
"376","Dept_N","Travel",737.87
"377","Dept_N","Travel",697.27
"378","Dept_N","Travel",319.51
"379","Dept_N","Travel",663.89
"380","Dept_N","Travel",168.5
"381","Dept_N","Travel",399.6
"382","Dept_N","Travel",1021.27
"383","Dept_N","Travel",871.82
"384","Dept_N","Travel",716.72
"385","Dept_N","Travel",740.93
"386","Dept_N","Travel",690.07
"387","Dept_N","Travel",669.24
"388","Dept_N","Travel",513.12
"389","Dept_N","Travel",843.5
"390","Dept_N","Travel",820.7
"391","Dept_O","Travel",844.7
"392","Dept_O","Travel",466.05
"393","Dept_O","Travel",2.5
"394","Dept_O","Travel",1559.71
"395","Dept_O","Travel",1140.86
"396","Dept_O","Travel",1173.36
"397","Dept_O","Travel",645.5
"398","Dept_O","Travel",723
"399","Dept_O","Travel",781.78
"400","Dept_O","Travel",59.25
"401","Dept_O","Travel",661.09
"402","Dept_O","Travel",1221.14
"403","Dept_O","Travel",3324.74
"404","Dept_O","Travel",1736.59
"405","Dept_O","Travel",3479.62
"406","Dept_O","Travel",783.5
"407","Dept_O","Travel",991.18
"408","Dept_O","Travel",1713.77
"409","Dept_O","Travel",898.94
"410","Dept_O","Travel",584.54
"411","Dept_O","Travel",1169.55
"412","Dept_O","Travel",715.5
"413","Dept_O","Travel",1930.34
"414","Dept_O","Travel",234.67
"415","Dept_O","Travel",723
"416","Dept_O","Travel",1085.42
"417","Dept_O","Travel",1202.84
"418","Dept_O","Travel",1709.14
"419","Dept_O","Travel",999.72
"420","Dept_O","Travel",955.25
"421","Dept_O","Travel",1198.15
"422","Dept_O","Travel",1010.92
"423","Dept_O","Travel",818.57
"424","Dept_O","Travel",383.5
"425","Dept_O","Travel",1889.85
"426","Dept_O","Travel",983.99
"427","Dept_O","Travel",774.5
"428","Dept_O","Travel",1123.02
"429","Dept_O","Travel",1025.5
"430","Dept_O","Travel",833.98
"431","Dept_O","Travel",870.71
"432","Dept_O","Travel",1558.33
"433","Dept_O","Travel",848.7
"434","Dept_O","Travel",1218.9
"435","Dept_O","Travel",1048.72
"436","Dept_O","Travel",1176.92
"437","Dept_O","Travel",1121.75
"438","Dept_O","Travel",2034.34
"439","Dept_F","Travel",584.65
"440","Dept_F","Travel",399.6
"441","Dept_F","Travel",584.65
"442","Dept_F","Travel",584.65
"443","Dept_F","Travel",549.88
"444","Dept_F","Travel",809.83
"445","Dept_F","Travel",339.94
"446","Dept_F","Travel",552.4
"447","Dept_F","Travel",718.17
"448","Dept_F","Travel",820.17
"449","Dept_F","Travel",552.55
"450","Dept_F","Travel",3141.55
"451","Dept_F","Travel",552.55
"452","Dept_F","Travel",502.98
"453","Dept_F","Travel",674.49
"454","Dept_F","Travel",552.55
"455","Dept_F","Travel",1829.68
"456","Dept_F","Travel",495.4
"457","Dept_F","Travel",552.55
"458","Dept_F","Travel",1875.44
"459","Dept_F","Travel",1304.11
"460","Dept_L","Travel",1454.71
"461","Dept_L","Travel",1755.19
"462","Dept_S","Travel",3794.1
"463","Dept_S","Travel",1496.25
"464","Dept_S","Travel",619.25
"465","Dept_S","Travel",4275.16
"466","Dept_S","Travel",862.69
"467","Dept_S","Travel",2208.88
"468","Dept_S","Travel",1419.19
"469","Dept_S","Travel",741.34
"470","Dept_S","Travel",400.67
"471","Dept_S","Travel",1549.44
"472","Dept_S","Travel",707.69
"473","Dept_S","Travel",4285.53
"474","Dept_S","Travel",1109.3
"475","Dept_S","Travel",1333
"476","Dept_S","Travel",2823.5
"477","Dept_S","Travel",3136.95
"478","Dept_S","Travel",4503.13
"479","Dept_S","Travel",878.7
"480","Dept_S","Travel",2189.29
"481","Dept_S","Travel",3220.55
"482","Dept_S","Travel",4838.57
"483","Dept_S","Travel",1066.27
"484","Dept_S","Travel",3499.59
"485","Dept_S","Travel",371.08
"486","Dept_S","Travel",3078.11
"487","Dept_S","Travel",1539.25
"488","Dept_S","Travel",434.5
"489","Dept_S","Travel",434.5
"490","Dept_S","Travel",1528.41
"491","Dept_S","Travel",619.25
"492","Dept_S","Travel",1534
"493","Dept_S","Travel",619.25
"494","Dept_S","Travel",3057.7
"495","Dept_S","Travel",3591.05
"496","Dept_S","Travel",503.2
"497","Dept_S","Travel",1531.25
"498","Dept_S","Travel",619.25
"499","Dept_S","Travel",1493
"500","Dept_S","Travel",619.25
"501","Dept_S","Travel",619.25
"502","Dept_S","Travel",1483.25
"503","Dept_S","Travel",355.5
"504","Dept_S","Travel",3367.07
"505","Dept_S","Travel",501.32
"506","Dept_S","Travel",1492.44
"507","Dept_S","Travel",3871.3
"508","Dept_S","Travel",78.66
"509","Dept_S","Travel",3787.5
"510","Dept_S","Travel",620.85
"511","Dept_S","Travel",1724.46
"512","Dept_S","Travel",3790.2
"513","Dept_S","Travel",4326.02
"514","Dept_S","Travel",4941.26
"515","Dept_S","Travel",280.76
"516","Dept_S","Travel",1800.75
"517","Dept_S","Travel",1363.25
"518","Dept_S","Travel",3865.63
"519","Dept_S","Travel",1200.47
"520","Dept_S","Travel",4755.95
"521","Dept_S","Travel",1405.64
"522","Dept_S","Travel",3503.11
"523","Dept_S","Travel",4150.75
"524","Dept_S","Travel",5516.56
"525","Dept_S","Travel",1465
"526","Dept_S","Travel",619.25
"527","Dept_S","Travel",1534
"528","Dept_S","Travel",1508.25
"529","Dept_S","Travel",1493
"530","Dept_S","Travel",3659.7
"531","Dept_S","Travel",1247.04
"532","Dept_S","Travel",885.88
"533","Dept_S","Travel",1496.25
"534","Dept_S","Travel",619.25
"535","Dept_S","Travel",3750.89
"536","Dept_S","Travel",619.25
"537","Dept_S","Travel",1496.25
"538","Dept_S","Travel",1521.75
"539","Dept_S","Travel",619.25
"540","Dept_S","Travel",3857.37
"541","Dept_S","Travel",1493
"542","Dept_S","Travel",619.25
"543","Dept_S","Travel",4092.21
"544","Dept_S","Travel",1025.94
"545","Dept_S","Travel",619.25
"546","Dept_S","Travel",1466.25
"547","Dept_S","Travel",3419.27
"548","Dept_S","Travel",768.49
"549","Dept_S","Travel",3821.11
"550","Dept_S","Travel",1209.7
"551","Dept_S","Travel",1521.75
"552","Dept_S","Travel",619.25
"553","Dept_S","Travel",918.06
"554","Dept_S","Travel",3586.4
"555","Dept_S","Travel",4021.77
"556","Dept_S","Travel",682.06
"557","Dept_S","Travel",355.5
"558","Dept_S","Travel",3456.67
"559","Dept_S","Travel",375.95
"560","Dept_S","Travel",4471.65
"561","Dept_S","Travel",992.85
"562","Dept_S","Travel",1353.5
"563","Dept_S","Travel",619.25
"564","Dept_S","Travel",3714.96
"565","Dept_S","Travel",418.05
"566","Dept_S","Travel",1705.25
"567","Dept_S","Travel",1044.2
"568","Dept_S","Travel",1569
"569","Dept_S","Travel",619.25
"570","Dept_S","Travel",619.25
"571","Dept_S","Travel",1496.25
"572","Dept_S","Travel",3890.13
"573","Dept_S","Travel",608.2
"574","Dept_S","Travel",4142.39
"575","Dept_S","Travel",3671.52
"576","Dept_S","Travel",626.7
"577","Dept_S","Travel",3508.78
"578","Dept_S","Travel",405.28
"579","Dept_S","Travel",4508.73
"580","Dept_S","Travel",1493
"581","Dept_S","Travel",1800.75
"582","Dept_S","Travel",1493
"583","Dept_S","Travel",559
"584","Dept_S","Travel",3400.23
"585","Dept_S","Travel",601.51
"586","Dept_S","Travel",1372.98
"587","Dept_S","Travel",3501.14
"588","Dept_S","Travel",1946.62
"589","Dept_S","Travel",400.24
"590","Dept_S","Travel",613.4
"591","Dept_S","Travel",1800.75
"592","Dept_S","Travel",1363.25
"593","Dept_S","Travel",3403
"594","Dept_S","Travel",1800.75
"595","Dept_S","Travel",619.25
"596","Dept_S","Travel",619.25
"597","Dept_S","Travel",1465
"598","Dept_S","Travel",2593
"599","Dept_S","Travel",1466.25
"600","Dept_S","Travel",1465
"601","Dept_S","Travel",4174.34
"602","Dept_S","Travel",1238.18
"603","Dept_S","Travel",2239.5
"604","Dept_S","Travel",619.25
"605","Dept_S","Travel",3467.6
"606","Dept_S","Travel",4364.79
"607","Dept_S","Travel",3698.17
"608","Dept_S","Travel",3514.71
"609","Dept_S","Travel",1496.25
"610","Dept_S","Travel",619.25
"611","Dept_S","Travel",14
"612","Dept_S","Travel",1521.75
"613","Dept_S","Travel",619.25
"614","Dept_S","Travel",4045.9
"615","Dept_S","Travel",1534
"616","Dept_S","Travel",619.25
"617","Dept_S","Travel",1622.25
"618","Dept_S","Travel",1493
"619","Dept_S","Travel",619.25
"620","Dept_S","Travel",3642.71
"621","Dept_S","Travel",373.21
"622","Dept_S","Travel",619.25
"623","Dept_S","Travel",619.25
"624","Dept_S","Travel",3993.67
"625","Dept_S","Travel",619.25
"626","Dept_S","Travel",3480.52
"627","Dept_S","Travel",1353.5
"628","Dept_S","Travel",619.25
"629","Dept_S","Travel",1521.75
"630","Dept_S","Travel",1465
"631","Dept_S","Travel",1576.25
"632","Dept_S","Travel",146.82
"633","Dept_S","Travel",4047.71
"634","Dept_S","Travel",1521.75
"635","Dept_S","Travel",619.25
"636","Dept_S","Travel",1353.5
"637","Dept_S","Travel",619.25
"638","Dept_S","Travel",3790.2
"639","Dept_S","Travel",788.21
"640","Dept_S","Travel",2989.5
"641","Dept_S","Travel",1465
"642","Dept_S","Travel",619.25
"643","Dept_S","Travel",1425.04
"644","Dept_S","Travel",1292.47
"645","Dept_S","Travel",938.03
"646","Dept_S","Travel",410.02
"647","Dept_S","Travel",4507.52
"648","Dept_S","Travel",619.25
"649","Dept_S","Travel",1465
"650","Dept_S","Travel",619.25
"651","Dept_S","Travel",1116.17
"652","Dept_S","Travel",501.5
"653","Dept_S","Travel",2143
"654","Dept_S","Travel",1872.82
"655","Dept_S","Travel",1480.2
"656","Dept_S","Travel",2553.31
"657","Dept_S","Travel",1142.76
"658","Dept_S","Travel",1501.36
"659","Dept_S","Travel",1063.29
"660","Dept_S","Travel",3191.35
"661","Dept_S","Travel",4038.02
"662","Dept_S","Travel",529
"663","Dept_S","Travel",457.5
"664","Dept_S","Travel",2003.1
"665","Dept_S","Travel",1364.42
"666","Dept_S","Travel",2022.93
"667","Dept_S","Travel",1499.31
"668","Dept_S","Travel",2429.83
"669","Dept_S","Travel",1629.55
"670","Dept_S","Travel",549.07
"671","Dept_S","Travel",1600.51
"672","Dept_S","Travel",1546.01
"673","Dept_S","Travel",1278.98
"674","Dept_S","Travel",1659.99
"675","Dept_S","Travel",837.5
"676","Dept_S","Travel",2757.98
"677","Dept_S","Travel",501.5
"678","Dept_S","Travel",2659.63
"679","Dept_S","Travel",964.69
"680","Dept_S","Travel",529
"681","Dept_S","Travel",1061.25
"682","Dept_S","Travel",2395.5
"683","Dept_S","Travel",1529.55
"684","Dept_S","Travel",555.8
"685","Dept_S","Travel",1705.4
"686","Dept_S","Travel",1791.05
"687","Dept_S","Travel",2254.19
"688","Dept_S","Travel",1312.1
"689","Dept_S","Travel",1258.98
"690","Dept_S","Travel",8570.89
"691","Dept_S","Travel",1602.81
"692","Dept_S","Travel",1669.53
"693","Dept_S","Travel",1623.91
"694","Dept_S","Travel",1687.92
"695","Dept_S","Travel",2403.81
"696","Dept_S","Travel",2056.77
"697","Dept_S","Travel",603
"698","Dept_S","Travel",1417.61
"699","Dept_S","Travel",1607
"700","Dept_S","Travel",3160.77
"701","Dept_S","Travel",1258.98
"702","Dept_S","Travel",1485.41
"703","Dept_S","Travel",501.5
"704","Dept_S","Travel",529
"705","Dept_S","Travel",529
"706","Dept_S","Travel",2559.03
"707","Dept_S","Travel",501.5
"708","Dept_S","Travel",1802.91
"709","Dept_S","Travel",1740.31
"710","Dept_S","Travel",749.8
"711","Dept_S","Travel",1914.09
"712","Dept_S","Travel",519.59
"713","Dept_S","Travel",1205.39
"714","Dept_S","Travel",1884.26
"715","Dept_S","Travel",2357.38
"716","Dept_S","Travel",1530.7
"717","Dept_S","Travel",3636.95
"718","Dept_S","Travel",2207.13
"719","Dept_S","Travel",1850.76
"720","Dept_S","Travel",501.5
"721","Dept_S","Travel",529
"722","Dept_S","Travel",1105.45
"723","Dept_S","Travel",3011.9
"724","Dept_S","Travel",529
"725","Dept_S","Travel",515.25
"726","Dept_S","Travel",2085.9
"727","Dept_S","Travel",1476.53
"728","Dept_S","Travel",2071.23
"729","Dept_S","Travel",1088.05
"730","Dept_S","Travel",1188.71
"731","Dept_S","Travel",457.28
"732","Dept_S","Travel",1123.7
"733","Dept_S","Travel",1329.03
"734","Dept_H","Travel",761.75
"735","Dept_H","Travel",953.95
"736","Dept_H","Travel",2091.64
"737","Dept_H","Travel",460.74
"738","Dept_H","Travel",6
"739","Dept_H","Travel",7.5
"740","Dept_H","Travel",1149.15
"741","Dept_H","Travel",23
"742","Dept_H","Travel",15
"743","Dept_H","Travel",10
"744","Dept_H","Travel",19
"745","Dept_H","Travel",557.29
"746","Dept_H","Travel",220
"747","Dept_H","Travel",1179.61
"748","Dept_H","Travel",880.05
"749","Dept_H","Travel",0.001
"750","Dept_H","Travel",1144.23
"751","Dept_H","Travel",493.06
"752","Dept_H","Travel",690.43
"753","Dept_H","Travel",3599.4
"754","Dept_H","Travel",2495.72
"755","Dept_H","Travel",652.5
"756","Dept_H","Travel",979.17
"757","Dept_H","Travel",1925.9
"758","Dept_H","Travel",389.5
"759","Dept_H","Travel",884.2
"760","Dept_H","Travel",1059.2
"761","Dept_H","Travel",1116.74
"762","Dept_H","Travel",1503.11
"763","Dept_H","Travel",1477.51
"764","Dept_H","Travel",1496.7
"765","Dept_H","Travel",240.34
"766","Dept_H","Travel",3990.9
"767","Dept_H","Travel",3602.36
"768","Dept_H","Travel",1535.79
"769","Dept_H","Travel",275.7
"770","Dept_H","Travel",370.5
"771","Dept_H","Travel",229.4
"772","Dept_H","Travel",384.8
"773","Dept_H","Travel",276.5
"774","Dept_H","Travel",210.2
"775","Dept_H","Travel",312.5
"776","Dept_H","Travel",276.5
"777","Dept_H","Travel",276.5
"778","Dept_H","Travel",210.2
"779","Dept_H","Travel",795.9
"780","Dept_H","Travel",276.5
"781","Dept_H","Travel",249.13
"782","Dept_H","Travel",404.56
"783","Dept_H","Travel",312.39
"784","Dept_H","Travel",2321.38
"785","Dept_H","Travel",208.2
"786","Dept_H","Travel",375.4
"787","Dept_H","Travel",291.05
"788","Dept_H","Travel",461.06
"789","Dept_H","Travel",324.51
"790","Dept_H","Travel",522.71
"791","Dept_H","Travel",4572.01
"792","Dept_H","Travel",291
"793","Dept_H","Travel",296.8
"794","Dept_H","Travel",4813.35
"795","Dept_H","Travel",293.9
"796","Dept_H","Travel",5009.49
"797","Dept_H","Travel",296.8
"798","Dept_H","Travel",4106.2
"799","Dept_H","Travel",305.5
"800","Dept_H","Travel",2.5
"801","Dept_H","Travel",218.9
